farmer_node_id,village_location_id,district,state_code,latitude,longitude,farm_size_ha,primary_crop_id,primary_crop_key,secondary_crop_id,secondary_crop_key,market_preference_mandi_id,road_access_km,is_synthetic,generation_method,seed,dataset_version
FRM_B02D4E575D7C,LOC_9447DA7C958A,Fatehgarh Sahib,PB,30.652528,76.518771,1.45,CRP_D955CA97E44D,maize,CRP_69E399851C84,cotton,MND_D3D37BB2E2D7,0.524,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CEA93343F386,LOC_93CC119E4169,Muktsar,PB,30.536402,74.677779,1.5,CRP_D7A9EAD0B15C,barley,CRP_5ED728C2FA5D,tomato,MND_AE02C36E7ACD,0.107,True,agri_envelope_ring_v1,20260903,v0.1
FRM_6DD6C3E8EAD5,LOC_26FF31269589,Sonipat,HR,29.143954,77.202601,0.58,CRP_69E399851C84,cotton,,,MND_538E435A4360,0.707,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C0C4A9B80733,LOC_6C521F4FBD4B,Karnal,HR,29.868084,77.035577,0.86,CRP_DE6C334339AC,wheat,CRP_D955CA97E44D,maize,MND_4ADE384C6981,1.222,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E221E6A93E1F,LOC_6E1D6240D840,Rohtak,HR,28.688283,76.742995,2.28,CRP_E91C254AD588,potato,CRP_5ED728C2FA5D,tomato,MND_50FC19D7AEC4,1.33,True,agri_envelope_ring_v1,20260903,v0.1
FRM_688FC004FE41,LOC_B724AB61C012,SAS Nagar,PB,30.649694,76.512094,1.5,CRP_69E399851C84,cotton,CRP_5ED728C2FA5D,tomato,MND_D400EAD28DB3,1.238,True,agri_envelope_ring_v1,20260903,v0.1
FRM_68DF9E484846,LOC_9EA9A06106C9,Sitapur,UP,27.350004,80.614512,3.34,CRP_DE6C334339AC,wheat,,,MND_954F0551D2D8,1.11,True,agri_envelope_ring_v1,20260903,v0.1
FRM_8A99D8BEBDCC,LOC_6B41C27B6749,Aligarh,UP,27.91919,78.045294,1.41,CRP_352B5B6699D8,mustard,CRP_288971671685,onion,MND_1BD2DF2540D5,0.78,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5AAE0A5DEB95,LOC_B2565FD761F3,Ferozepur,PB,31.087356,74.667862,0.95,CRP_D955CA97E44D,maize,CRP_69E399851C84,cotton,MND_FE8D567E9001,0.371,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E74060C8DA2A,LOC_AF1413CAD74C,Unnao,UP,26.60359,80.635092,2.43,CRP_BF35A2D3261F,cauliflower,,,MND_301551655568,1.504,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D91CA96D8E74,LOC_7A62F3E60108,Sangrur,PB,30.261193,76.170168,0.42,CRP_2554D1918FBC,paddy,CRP_D955CA97E44D,maize,MND_9AE87167EF0F,1.866,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3F4716EF45E1,LOC_91C75D3BC445,Yamunanagar,HR,30.256268,77.116472,1.45,CRP_C7952894B2A5,moong,CRP_B2E55E456CF4,sugarcane,MND_3F6468C86419,0.799,True,agri_envelope_ring_v1,20260903,v0.1
FRM_FCD1E294F19C,LOC_3875C58D4908,Baghpat,UP,29.09273,77.104518,2.09,CRP_352B5B6699D8,mustard,CRP_C7952894B2A5,moong,MND_283ED6EAAB84,0.303,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5A804BD37849,LOC_10C047BB160A,Budaun,UP,27.98169,79.09593,1.47,CRP_CAA75103C53B,gram,CRP_E91C254AD588,potato,MND_9AC86A6D5AEC,0.653,True,agri_envelope_ring_v1,20260903,v0.1
FRM_2EF3D2DDC9F1,LOC_9663FC617E42,Palwal,HR,28.230893,77.080029,4.08,CRP_E2253B73169D,guar,CRP_8F398886C326,sunflower,MND_A59F6598A624,0.178,True,agri_envelope_ring_v1,20260903,v0.1
FRM_62049B65E7C3,LOC_94C5F18C34D8,Mansa,PB,30.043334,75.278837,2.29,CRP_8F398886C326,sunflower,CRP_B2E55E456CF4,sugarcane,MND_AE02C36E7ACD,1.179,True,agri_envelope_ring_v1,20260903,v0.1
FRM_B205A5A8F453,LOC_08FE68ED241D,Budaun,UP,28.010341,79.088579,2.86,CRP_2554D1918FBC,paddy,CRP_352B5B6699D8,mustard,MND_9AC86A6D5AEC,0.738,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E8E4953BFA3D,LOC_B8873786CB3F,Ferozepur,PB,31.060079,74.651736,1.24,CRP_CAA75103C53B,gram,CRP_D7A9EAD0B15C,barley,MND_FE8D567E9001,0.94,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CBA3E7EF0976,LOC_1FBF8A2DEFCC,Jalandhar,PB,31.17236,75.423833,0.94,CRP_D7A9EAD0B15C,barley,,,MND_46CD786BC585,0.409,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5FEC4BD3EFCB,LOC_6B5A4CB9C136,Agra,UP,27.196125,77.971723,1.91,CRP_B2E55E456CF4,sugarcane,CRP_28F945D9AC9C,bajra,MND_316B3A33D09D,0.442,True,agri_envelope_ring_v1,20260903,v0.1
FRM_008DF2A8D667,LOC_5914FD6F96F9,Shamli,UP,29.414326,77.389513,3.35,CRP_BF35A2D3261F,cauliflower,CRP_CAA75103C53B,gram,MND_C163C6E4A832,0.146,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4C603D7F6D71,LOC_CADE191939C4,Hathras,UP,27.500723,78.167236,1.08,CRP_B2E55E456CF4,sugarcane,,,MND_316B3A33D09D,0.402,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C1AFD951C6AD,LOC_ABB96472483F,Malerkotla,PB,30.554608,75.788187,2.28,CRP_E91C254AD588,potato,,,MND_DA6DF57ACFEE,0.164,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F9BD7FE40556,LOC_3A3110E545BB,Unnao,UP,26.319727,80.68782,1.47,CRP_7CC27C59C145,urad,,,MND_301551655568,1.783,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CE815D909A08,LOC_0CD9D0714C55,SAS Nagar,PB,30.794105,76.670538,5.88,CRP_D7A9EAD0B15C,barley,CRP_69E399851C84,cotton,MND_D3D37BB2E2D7,0.064,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D93C77C7E52C,LOC_DD6C3D8ADB09,Patiala,PB,30.223842,76.585894,0.81,CRP_352B5B6699D8,mustard,,,MND_9AE87167EF0F,1.978,True,agri_envelope_ring_v1,20260903,v0.1
FRM_2CC0F9798D5D,LOC_948C8BCAF3E1,Amroha,UP,28.934189,78.360957,0.4,CRP_5ED728C2FA5D,tomato,CRP_D955CA97E44D,maize,MND_B8828956892C,1.337,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9D3E63F1691C,LOC_A0B55FE88FB9,Mansa,PB,29.929201,75.350142,0.72,CRP_E91C254AD588,potato,CRP_69E399851C84,cotton,MND_BA2F125FAB06,0.909,True,agri_envelope_ring_v1,20260903,v0.1
FRM_50B1832EED3F,LOC_861B7D6D9654,Fatehabad,HR,29.253906,75.373378,0.6,CRP_D7A9EAD0B15C,barley,CRP_28F945D9AC9C,bajra,MND_4427C76F4F6F,0.079,True,agri_envelope_ring_v1,20260903,v0.1
FRM_2E28B80F35CB,LOC_4A19E3CBF101,Sambhal,UP,28.701147,78.595009,2.09,CRP_4DDD4816119A,arhar,CRP_2554D1918FBC,paddy,MND_B8828956892C,1.188,True,agri_envelope_ring_v1,20260903,v0.1
FRM_AFAE9259D0A2,LOC_0E3F3F88B2E4,Shahjahanpur,UP,27.769298,80.0985,4.6,CRP_E91C254AD588,potato,CRP_7CC27C59C145,urad,MND_954F0551D2D8,0.224,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CA6F43B84155,LOC_92C350796269,Fatehabad,HR,29.527751,75.6896,2.53,CRP_DE6C334339AC,wheat,CRP_8F398886C326,sunflower,MND_4427C76F4F6F,1.339,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5DF43857D2CF,LOC_702D58F11E3B,Palwal,HR,28.038907,77.16627,1.07,CRP_BF35A2D3261F,cauliflower,CRP_7CC27C59C145,urad,MND_BBFD6D659730,0.057,True,agri_envelope_ring_v1,20260903,v0.1
FRM_0B176237BE53,LOC_4BC4D30D08BE,Jalandhar,PB,31.305088,75.814094,3.01,CRP_CAA75103C53B,gram,CRP_D955CA97E44D,maize,MND_46CD786BC585,1.481,True,agri_envelope_ring_v1,20260903,v0.1
FRM_284BAB4ADF66,LOC_6F00E90E5850,Patiala,PB,30.098613,76.452886,1.06,CRP_D7A9EAD0B15C,barley,CRP_352B5B6699D8,mustard,MND_9C5A213D03D2,0.845,True,agri_envelope_ring_v1,20260903,v0.1
FRM_614DE931025A,LOC_0B480232AC75,Hapur,UP,28.629957,77.889617,0.7,CRP_C7952894B2A5,moong,CRP_DE6C334339AC,wheat,MND_96D277426B8A,0.985,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D1B61AD53787,LOC_D9CB3D8F8358,Moga,PB,30.854024,75.029412,3.94,CRP_E91C254AD588,potato,CRP_DE6C334339AC,wheat,MND_784599D2DCF5,0.899,True,agri_envelope_ring_v1,20260903,v0.1
FRM_450458E92049,LOC_DF0F68099BD4,Shahjahanpur,UP,27.72801,80.012493,1.73,CRP_E91C254AD588,potato,CRP_5ED728C2FA5D,tomato,MND_954F0551D2D8,1.116,True,agri_envelope_ring_v1,20260903,v0.1
FRM_219998AB27FF,LOC_4E0DB298EE46,Pilibhit,UP,28.475017,79.74027,1.69,CRP_7CC27C59C145,urad,CRP_BF35A2D3261F,cauliflower,MND_9AC86A6D5AEC,0.059,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5FA3F4F1B50F,LOC_DB4067B66E8E,Etah,UP,27.336058,78.570358,10.02,CRP_DE6C334339AC,wheat,CRP_7CC27C59C145,urad,MND_316B3A33D09D,0.934,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9B3BC9189511,LOC_CB530FA863B4,Hoshiarpur,PB,31.508202,75.728154,0.73,CRP_69E399851C84,cotton,CRP_C7952894B2A5,moong,MND_46CD786BC585,0.093,True,agri_envelope_ring_v1,20260903,v0.1
FRM_2A8E3E6D8485,LOC_4770154E45AB,Moga,PB,30.799008,75.346024,1.08,CRP_352B5B6699D8,mustard,CRP_2554D1918FBC,paddy,MND_784599D2DCF5,0.584,True,agri_envelope_ring_v1,20260903,v0.1
FRM_FFECC34EDDDE,LOC_8FC459C90F95,Ambala,HR,30.17388,76.914216,3.8,CRP_D955CA97E44D,maize,CRP_2554D1918FBC,paddy,MND_3F6468C86419,1.471,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3074F043B9C6,LOC_D6F4489A1C80,Bijnor,UP,29.22349,78.401808,2.29,CRP_B2E55E456CF4,sugarcane,CRP_BF35A2D3261F,cauliflower,MND_B8828956892C,0.947,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F6DE3F20FDE6,LOC_5CA8DFC024B3,Rohtak,HR,28.787819,76.712064,3.28,CRP_CAA75103C53B,gram,CRP_288971671685,onion,MND_372DA5A01CDA,0.385,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9B163EBDB1B5,LOC_DE598C3A651D,Sitapur,UP,27.480253,80.664612,0.93,CRP_5ED728C2FA5D,tomato,CRP_D955CA97E44D,maize,MND_954F0551D2D8,1.521,True,agri_envelope_ring_v1,20260903,v0.1
FRM_A3D6F32D40B4,LOC_8D3B92EF27A3,Bareilly,UP,28.62185,79.438864,3.2,CRP_352B5B6699D8,mustard,CRP_C7952894B2A5,moong,MND_9AC86A6D5AEC,1.615,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C677C23E58D0,LOC_7A752DDCDD53,Mainpuri,UP,27.026432,78.954979,3.91,CRP_B2E55E456CF4,sugarcane,CRP_C7952894B2A5,moong,MND_316B3A33D09D,0.98,True,agri_envelope_ring_v1,20260903,v0.1
FRM_ABC3DDE319EB,LOC_7722E66AA1E4,Shahjahanpur,UP,27.947301,79.880901,1.09,CRP_352B5B6699D8,mustard,CRP_5ED728C2FA5D,tomato,MND_9AC86A6D5AEC,0.237,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E92AFABBBB21,LOC_162784D4B33A,Tarn Taran,PB,31.571061,74.8865,1.52,CRP_E91C254AD588,potato,CRP_D955CA97E44D,maize,MND_E2F2E16B54CD,1.392,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4CBF595E7CB6,LOC_D8F4721022D3,Kaithal,HR,29.718521,76.559218,1.86,CRP_D955CA97E44D,maize,CRP_DE6C334339AC,wheat,MND_4ADE384C6981,1.744,True,agri_envelope_ring_v1,20260903,v0.1
FRM_239278282306,LOC_AF8462B320FA,Ambala,HR,30.486394,76.814602,2.83,CRP_28F945D9AC9C,bajra,,,MND_3F6468C86419,0.95,True,agri_envelope_ring_v1,20260903,v0.1
FRM_10DE7EAB1376,LOC_4888A21F1EBF,Moradabad,UP,28.733995,78.759977,0.69,CRP_B2E55E456CF4,sugarcane,CRP_4DDD4816119A,arhar,MND_96D277426B8A,0.514,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3397DE166893,LOC_095093F0F49A,Nuh,HR,27.932877,77.024263,6.53,CRP_D955CA97E44D,maize,CRP_C7952894B2A5,moong,MND_BBFD6D659730,1.696,True,agri_envelope_ring_v1,20260903,v0.1
FRM_6626576EDB63,LOC_2B719AA7A6AC,Faridkot,PB,30.503717,74.734623,3.89,CRP_352B5B6699D8,mustard,CRP_D7A9EAD0B15C,barley,MND_DEA1CD5F415B,1.274,True,agri_envelope_ring_v1,20260903,v0.1
FRM_738C5F993C5F,LOC_B3D6C4A5ACCC,Jhajjar,HR,28.554529,76.871499,5.99,CRP_CAA75103C53B,gram,CRP_D7A9EAD0B15C,barley,MND_9E255CEE332B,1.044,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D96FE7606406,LOC_3A4533B938C2,Baghpat,UP,29.039476,77.118022,0.82,CRP_28F945D9AC9C,bajra,CRP_4DDD4816119A,arhar,MND_538E435A4360,0.619,True,agri_envelope_ring_v1,20260903,v0.1
FRM_42B4A46BC527,LOC_33C6C128254B,Moradabad,UP,28.757364,78.611957,0.78,CRP_CAA75103C53B,gram,CRP_D7A9EAD0B15C,barley,MND_B8828956892C,0.881,True,agri_envelope_ring_v1,20260903,v0.1
FRM_840D005AA2DE,LOC_0163623C3753,Barnala,PB,30.239967,75.550524,6.13,CRP_8F398886C326,sunflower,CRP_CAA75103C53B,gram,MND_DEA1CD5F415B,0.422,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CF967B003967,LOC_2D33B60F9FA3,Mathura,UP,27.534239,77.510444,2.81,CRP_D955CA97E44D,maize,,,MND_5B5C6B926181,1.589,True,agri_envelope_ring_v1,20260903,v0.1
FRM_2D249017392B,LOC_DCC88743E716,Kapurthala,PB,31.465531,75.557878,3.69,CRP_69E399851C84,cotton,,,MND_E2F2E16B54CD,0.512,True,agri_envelope_ring_v1,20260903,v0.1
FRM_0E5746CDAB07,LOC_29C222D4352C,Baghpat,UP,28.820863,77.158688,0.88,CRP_E91C254AD588,potato,CRP_4DDD4816119A,arhar,MND_1796B26F4DCC,0.307,True,agri_envelope_ring_v1,20260903,v0.1
FRM_FFFEF0E3C071,LOC_ADB687EEEF23,Kanpur Dehat,UP,26.253875,80.039789,2.99,CRP_D955CA97E44D,maize,CRP_E91C254AD588,potato,MND_301551655568,0.329,True,agri_envelope_ring_v1,20260903,v0.1
FRM_562CA97A19F9,LOC_912A89183701,Kanpur Nagar,UP,26.519219,80.168337,1.4,CRP_288971671685,onion,CRP_DE6C334339AC,wheat,MND_301551655568,0.694,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C0777E16D094,LOC_65B4AD1C5D83,Sirsa,HR,29.766131,74.860905,2.43,CRP_B2E55E456CF4,sugarcane,CRP_28F945D9AC9C,bajra,MND_4427C76F4F6F,0.404,True,agri_envelope_ring_v1,20260903,v0.1
FRM_6DF20E3A1182,LOC_87100B3B0525,Bathinda,PB,30.261027,74.936126,1.7,CRP_2554D1918FBC,paddy,CRP_5ED728C2FA5D,tomato,MND_AE02C36E7ACD,0.625,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C5AA6DC67087,LOC_67FE12ED9B92,Sitapur,UP,27.459457,80.735897,0.99,CRP_D955CA97E44D,maize,CRP_352B5B6699D8,mustard,MND_9AC86A6D5AEC,0.19,True,agri_envelope_ring_v1,20260903,v0.1
FRM_50034EF34447,LOC_78852DB7D1C3,Gorakhpur,UP,26.822069,83.269907,1.4,CRP_DE6C334339AC,wheat,CRP_C7952894B2A5,moong,MND_362E0E09CB0D,2.344,True,agri_envelope_ring_v1,20260903,v0.1
FRM_27A805B472FC,LOC_DB4194114CBE,Prayagraj,UP,25.237498,82.144648,0.61,CRP_7CC27C59C145,urad,CRP_5ED728C2FA5D,tomato,MND_F0BDDB3CC08D,1.112,True,agri_envelope_ring_v1,20260903,v0.1
FRM_825B6ADC4377,LOC_ACF05573191D,Palwal,HR,28.189837,77.142676,0.26,CRP_352B5B6699D8,mustard,,,MND_BBFD6D659730,0.364,True,agri_envelope_ring_v1,20260903,v0.1
FRM_23E1D0FF3765,LOC_7AD7ED5CC49A,Sonipat,HR,29.055465,77.18127,1.71,CRP_DE6C334339AC,wheat,CRP_D7A9EAD0B15C,barley,MND_283ED6EAAB84,0.58,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D4ACB741CA59,LOC_1C45156BD4BD,Hoshiarpur,PB,31.612199,75.706149,2.43,CRP_2554D1918FBC,paddy,CRP_D7A9EAD0B15C,barley,MND_46CD786BC585,0.053,True,agri_envelope_ring_v1,20260903,v0.1
FRM_69E644C76B4C,LOC_3D8E08AE8BF7,Jind,HR,29.552317,76.440511,0.35,CRP_DE6C334339AC,wheat,CRP_69E399851C84,cotton,MND_7491C25B20FE,0.206,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5F6EB1BCD749,LOC_CD1064F737ED,Ferozepur,PB,30.996263,74.847458,1.37,CRP_C7952894B2A5,moong,CRP_E91C254AD588,potato,MND_FE8D567E9001,0.618,True,agri_envelope_ring_v1,20260903,v0.1
FRM_767921645F76,LOC_A819A1872169,Barabanki,UP,26.816182,81.336894,1.24,CRP_28F945D9AC9C,bajra,CRP_7CC27C59C145,urad,MND_F0BDDB3CC08D,0.383,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9E4D4FD1555E,LOC_EBD736E05322,Amritsar,PB,31.601137,75.120931,1.42,CRP_CAA75103C53B,gram,CRP_2554D1918FBC,paddy,MND_46CD786BC585,0.53,True,agri_envelope_ring_v1,20260903,v0.1
FRM_44ADBE366D6C,LOC_5C26062926AD,Jind,HR,29.304122,76.036132,4.03,CRP_E91C254AD588,potato,,,MND_07DDCCA966AE,0.749,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D57C98BAA3FF,LOC_93F48A9AC3A2,Sirsa,HR,29.76776,74.884868,0.92,CRP_8F398886C326,sunflower,CRP_D955CA97E44D,maize,MND_5C10FF171343,0.107,True,agri_envelope_ring_v1,20260903,v0.1
FRM_B9AC8E933AC4,LOC_AF1413CAD74C,Unnao,UP,26.611734,80.61615,0.9,CRP_BF35A2D3261F,cauliflower,CRP_7CC27C59C145,urad,MND_301551655568,0.778,True,agri_envelope_ring_v1,20260903,v0.1
FRM_26A583DC7C83,LOC_71AE97504249,Tarn Taran,PB,31.533456,74.867788,0.37,CRP_D7A9EAD0B15C,barley,,,MND_784599D2DCF5,1.07,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F906BCD3EC05,LOC_4E56772EAE9F,Lucknow,UP,26.779895,80.914793,4.23,CRP_C7952894B2A5,moong,,,MND_F0BDDB3CC08D,0.472,True,agri_envelope_ring_v1,20260903,v0.1
FRM_90012F9B8C65,LOC_393358344F45,Mainpuri,UP,27.140896,78.895433,0.98,CRP_5ED728C2FA5D,tomato,,,MND_316B3A33D09D,0.9,True,agri_envelope_ring_v1,20260903,v0.1
FRM_19F3FB6AFFCE,LOC_3F7965785DDB,Ludhiana,PB,31.084762,75.774444,1.23,CRP_5ED728C2FA5D,tomato,,,MND_DA6DF57ACFEE,1.445,True,agri_envelope_ring_v1,20260903,v0.1
FRM_B76B7AFF8A7D,LOC_788A3F337B51,Jalandhar,PB,31.358131,75.754482,1.19,CRP_C7952894B2A5,moong,CRP_352B5B6699D8,mustard,MND_46CD786BC585,1.589,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9EB95A305FC0,LOC_3D10BE9A3263,Ludhiana,PB,30.779376,75.741497,1.68,CRP_D955CA97E44D,maize,,,MND_DEA1CD5F415B,0.942,True,agri_envelope_ring_v1,20260903,v0.1
FRM_25BF0366D819,LOC_B240D2FCA089,Jalandhar,PB,31.294465,75.683625,3.11,CRP_2554D1918FBC,paddy,,,MND_46CD786BC585,1.44,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F7A9CCA8C88F,LOC_05B0782F1F1F,Shamli,UP,29.377635,77.437747,2.13,CRP_288971671685,onion,CRP_2554D1918FBC,paddy,MND_C163C6E4A832,1.731,True,agri_envelope_ring_v1,20260903,v0.1
FRM_21862754A8B3,LOC_CA0B3749EC2E,Charkhi Dadri,HR,28.765725,76.194239,4.29,CRP_352B5B6699D8,mustard,,,MND_F02880680127,2.173,True,agri_envelope_ring_v1,20260903,v0.1
FRM_230845396352,LOC_EF1DE82D50B2,Moga,PB,30.683407,75.044005,0.51,CRP_CAA75103C53B,gram,CRP_D7A9EAD0B15C,barley,MND_FE8D567E9001,1.861,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D53FF3EEFAC9,LOC_562458163AAE,Fazilka,PB,30.230813,73.937685,4.82,CRP_2554D1918FBC,paddy,CRP_CAA75103C53B,gram,MND_AE02C36E7ACD,0.415,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3C7712221649,LOC_0989FC1292A0,Shamli,UP,29.367984,77.42586,0.68,CRP_352B5B6699D8,mustard,CRP_CAA75103C53B,gram,MND_C163C6E4A832,0.851,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F30CEB572928,LOC_16FEC806D3F5,Fazilka,PB,30.21319,74.020855,0.52,CRP_B2E55E456CF4,sugarcane,CRP_69E399851C84,cotton,MND_AE02C36E7ACD,1.118,True,agri_envelope_ring_v1,20260903,v0.1
FRM_AD9BFEF89192,LOC_E1F3259A50A8,Sirsa,HR,29.765753,74.984724,2.01,CRP_E2253B73169D,guar,,,MND_5C10FF171343,0.603,True,agri_envelope_ring_v1,20260903,v0.1
FRM_A2281D9A79F7,LOC_703B7CC04B05,Bathinda,PB,30.255551,74.82814,1.07,CRP_E91C254AD588,potato,CRP_69E399851C84,cotton,MND_AE02C36E7ACD,0.749,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E23E6724852C,LOC_DC13DD3AE2C9,Rohtak,HR,28.683713,76.689931,1.73,CRP_BF35A2D3261F,cauliflower,,,MND_372DA5A01CDA,0.723,True,agri_envelope_ring_v1,20260903,v0.1
FRM_6C2D1D6FF5FC,LOC_A6232DB6ED9D,Prayagraj,UP,25.341831,82.026155,0.27,CRP_C7952894B2A5,moong,,,MND_EE2349EB6FB3,1.102,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C869A42F89E8,LOC_FCB25A7F268A,Barabanki,UP,27.005961,80.987002,2.09,CRP_5ED728C2FA5D,tomato,CRP_D7A9EAD0B15C,barley,MND_F0BDDB3CC08D,1.374,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C2D28DDAB33E,LOC_87B589ACAA23,Nuh,HR,28.128615,76.951937,0.87,CRP_2554D1918FBC,paddy,CRP_288971671685,onion,MND_3F94E23EB0A5,1.114,True,agri_envelope_ring_v1,20260903,v0.1
FRM_501E1A12FCD6,LOC_726E320832DD,Gurdaspur,PB,32.246375,75.221433,0.72,CRP_69E399851C84,cotton,CRP_D7A9EAD0B15C,barley,MND_46CD786BC585,0.758,True,agri_envelope_ring_v1,20260903,v0.1
FRM_59460A067F8D,LOC_7701352C1EAE,Shahjahanpur,UP,27.964432,79.877298,1.82,CRP_DE6C334339AC,wheat,,,MND_9AC86A6D5AEC,0.787,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CACEF71358F9,LOC_C316917DFFED,Fazilka,PB,30.219777,74.151319,3.92,CRP_CAA75103C53B,gram,CRP_69E399851C84,cotton,MND_AE02C36E7ACD,2.151,True,agri_envelope_ring_v1,20260903,v0.1
FRM_35155B0EC73D,LOC_32ADF0295524,Ferozepur,PB,31.082692,74.697576,1.97,CRP_D955CA97E44D,maize,CRP_D7A9EAD0B15C,barley,MND_FE8D567E9001,1.121,True,agri_envelope_ring_v1,20260903,v0.1
FRM_71E3EA284709,LOC_56293E8541FE,Moga,PB,30.796902,75.307235,2.3,CRP_2554D1918FBC,paddy,CRP_352B5B6699D8,mustard,MND_FE8D567E9001,1.446,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E25CE0733290,LOC_3A109BE3742F,Amroha,UP,28.898537,78.312166,1.14,CRP_C7952894B2A5,moong,,,MND_B8828956892C,0.134,True,agri_envelope_ring_v1,20260903,v0.1
FRM_2B835AB7AD76,LOC_066DA7C172F2,Shahjahanpur,UP,27.947508,79.785688,2.05,CRP_C7952894B2A5,moong,,,MND_954F0551D2D8,1.424,True,agri_envelope_ring_v1,20260903,v0.1
FRM_00BDBF4DB7FC,LOC_E8036FD72DB8,Faridabad,HR,28.345838,77.417567,0.99,CRP_D7A9EAD0B15C,barley,,,MND_BBFD6D659730,1.209,True,agri_envelope_ring_v1,20260903,v0.1
FRM_58B6E81EB110,LOC_91D21D7C666E,Fatehabad,HR,29.25316,75.546709,2.39,CRP_28F945D9AC9C,bajra,,,MND_CB2E88CD3113,1.06,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4B3A364DE298,LOC_410668B69070,Sirsa,HR,29.322926,75.356261,2.27,CRP_28F945D9AC9C,bajra,CRP_8F398886C326,sunflower,MND_4427C76F4F6F,0.734,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3AE0BBDB6E4E,LOC_BF5762256FEC,Bareilly,UP,28.542171,79.321521,0.68,CRP_7CC27C59C145,urad,CRP_4DDD4816119A,arhar,MND_1BD2DF2540D5,0.942,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F42E4293719C,LOC_7DFA77872B91,Rewari,HR,28.120068,76.614667,1.39,CRP_E91C254AD588,potato,CRP_CAA75103C53B,gram,MND_3F94E23EB0A5,0.719,True,agri_envelope_ring_v1,20260903,v0.1
FRM_335AE529032B,LOC_2AE30C51307D,Ludhiana,PB,30.777106,75.751284,0.44,CRP_D7A9EAD0B15C,barley,,,MND_DA6DF57ACFEE,0.218,True,agri_envelope_ring_v1,20260903,v0.1
FRM_BDFE771C256E,LOC_749D294291AF,Pilibhit,UP,28.620112,79.906197,1.16,CRP_5ED728C2FA5D,tomato,CRP_B2E55E456CF4,sugarcane,MND_9AC86A6D5AEC,0.186,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CE94F8915A3A,LOC_759A1B4F43D7,Bhiwani,HR,28.893407,75.883762,0.96,CRP_28F945D9AC9C,bajra,,,MND_F02880680127,0.871,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C43FF99DBE55,LOC_D83F43FB0BF6,Jhajjar,HR,28.753124,76.499806,2.63,CRP_69E399851C84,cotton,,,MND_F02880680127,0.181,True,agri_envelope_ring_v1,20260903,v0.1
FRM_BB2209B4833D,LOC_B4D3EADA7052,Jind,HR,29.26152,76.608778,2.65,CRP_E91C254AD588,potato,CRP_69E399851C84,cotton,MND_283ED6EAAB84,1.952,True,agri_envelope_ring_v1,20260903,v0.1
