request_id,requester_type,requester_id,origin_location_id,destination_mandi_id,destination_shop_id,crop_id,crop_key,quantity_value,quantity_unit,quantity_kg,bag_weight_kg_used,conversion_source,conversion_confidence,pickup_earliest,pickup_latest,delivery_latest,priority,input_language,input_mode,raw_utterance,template_family,parsed_crop_conf,parsed_mandi_conf,parsed_quantity_conf,label_crop_key,label_mandi_key,label_quantity_value,label_quantity_unit,is_incomplete,missing_field,feasibility_label,infeasible_reason,district,state_code,request_date,is_synthetic,dataset_version,split,split_reason
REQ_6DB05DB4B5CC,farmer,FRM_569BCDB49DC4,LOC_674873747CA7,MND_F0BDDB3CC08D,,CRP_352B5B6699D8,mustard,3.0,quintal,300.0,,definitional,exact,2026-03-08T14:00:00,2026-03-08T16:20:39.346588,2026-03-09T01:15:17.933987,normal,hinglish,text,3 quintal sarso nabin mandi lucknow bhejna hai,TF_QTY_CROP_MANDI,0.95,0.636,0.95,mustard,lucknow,3.0,quintal,False,,feasible,,Barabanki,UP,2026-03-08,True,v0.1,train,random_bucket
REQ_F71D4768BE2B,farmer,FRM_988E23D3E0BB,LOC_C2DF33543F22,MND_9AC86A6D5AEC,,CRP_28F945D9AC9C,bajra,16.0,bori,800.0,50.0,crop_default:bajra,crop_default,2026-11-13T12:00:00,2026-11-13T19:02:40.063001,2026-11-14T20:58:31.980546,low,hinglish,voice,bhai 16 bags bajri bareilly mandi pahunchana hai,TF_POLITE_REQUEST,0.95,0.95,0.95,bajra,bareilly,16.0,bori,False,,feasible,,Mainpuri,UP,2026-11-13,True,v0.1,test,random_bucket
REQ_7FCC0C80B34F,farmer,FRM_BAE318071ABC,LOC_0991C10E27F3,MND_301551655568,,CRP_C7952894B2A5,moong,840.0,kg,840.0,,definitional,exact,2026-06-11T12:00:00,2026-06-11T20:16:12.126942,2026-06-12T06:42:11.806158,normal,hinglish,text,कानपुर ke liye moong 840 kilogram,TF_MANDI_CROP_QTY,0.95,0.95,0.95,moong,kanpur,840.0,kg,False,,feasible,,Kanpur Dehat,UP,2026-06-11,True,v0.1,train,random_bucket
REQ_AB33E031B664,farmer,FRM_1620CA3F11C4,LOC_43BC8E83F94E,MND_DEA1CD5F415B,,CRP_DE6C334339AC,wheat,1250.0,kg,1250.0,,definitional,exact,2026-04-11T12:00:00,2026-04-11T15:51:45.603023,2026-04-12T14:50:12.541583,normal,hi,voice,गेहुं 1250किग्रा barnala mandi,TF_TERSE,0.646,0.95,0.689,wheat,barnala,1250.0,kg,False,,feasible,,Barnala,PB,2026-04-11,True,v0.1,test,holdout_template_family
REQ_6DDC5896F409,farmer,FRM_27EA72E94F2C,LOC_A2B988052009,MND_2E59AF542C18,,CRP_288971671685,onion,297.4,quintal,29739.999999999996,,definitional,exact,2026-04-27T11:00:00,2026-04-27T15:22:30.906913,2026-04-28T13:40:07.223171,high,hinglish,text,bulandshahr kanda 297.4 kuntal,TF_MANDI_CROP_QTY,0.95,0.95,0.95,onion,bulandshahr,297.4,quintal,False,,feasible,,Bulandshahr,UP,2026-04-27,True,v0.1,test,holdout_district
REQ_E12522396457,farmer,FRM_B79770F2399D,LOC_4756C7B2E608,MND_2E59AF542C18,,CRP_352B5B6699D8,mustard,36.0,bori,1800.0,50.0,crop_default:mustard,crop_default,2026-04-21T06:00:00,2026-04-21T13:13:54.684615,2026-04-22T05:56:10.902554,high,hi,voice,सरसों बुलंदशहर 36 बोरी,TF_CROP_MANDI_QTY,0.95,0.95,0.95,mustard,bulandshahr,36.0,bori,False,,feasible,,Firozabad,UP,2026-04-21,True,v0.1,validation,random_bucket
REQ_23B96D954004,farmer,FRM_71E3EA284709,LOC_56293E8541FE,MND_FE8D567E9001,,CRP_2554D1918FBC,paddy,47.3,quintal,4730.0,,definitional,exact,2026-10-03T11:00:00,2026-10-03T19:54:02.122997,2026-10-04T03:28:17.482601,normal,hi,text,चावल धान 47.3कुंतल moga mandi,TF_TERSE,0.95,0.95,0.95,paddy,moga,47.3,quintal,False,,feasible,,Moga,PB,2026-10-03,True,v0.1,test,holdout_template_family
REQ_5D34DF5FA952,farmer,FRM_968BC40555D1,LOC_1FC99A17CD93,MND_D3D37BB2E2D7,,CRP_E2253B73169D,guar,10.0,bori,500.0,50.0,crop_default:guar,crop_default,2026-10-13T11:00:00,2026-10-13T13:36:10.890258,2026-10-14T00:11:40.523978,normal,en,text,"to rajpura mandi: guar gum seed, 10 bori",TF_MANDI_CROP_QTY,0.95,0.95,0.95,guar,rajpura,10.0,bori,False,,feasible,,Panchkula,HR,2026-10-13,True,v0.1,train,random_bucket
REQ_843A3B87E2C5,farmer,FRM_4769A25B0FE3,LOC_DAA98AD50040,MND_596F86458307,,CRP_B2E55E456CF4,sugarcane,38.37,tonne,38370.0,,definitional,exact,2026-11-16T09:00:00,2026-11-16T14:28:27.890433,2026-11-16T18:39:27.314382,normal,hi,text,कृपया गन्ना nabin mandi meerut पहुंचाइए,TF_POLITE_REQUEST,0.95,0.757,0.0,sugarcane,meerut,,,True,quantity,infeasible,exceeds_max_fleet_capacity,Hapur,UP,2026-11-16,True,v0.1,train,random_bucket
REQ_67ED206ABA08,farmer,FRM_A01C44B09C70,LOC_2A301462DD49,MND_3F6468C86419,,CRP_5ED728C2FA5D,tomato,1600.0,bori,40000.0,25.0,crop_default:tomato,crop_default,2026-07-05T13:00:00,2026-07-05T22:29:15.783868,2026-07-06T22:59:59.402307,normal,en,voice,"please arrange transport, 1600 bori tamatar, अंबाला",TF_POLITE_REQUEST,0.95,0.572,0.95,tomato,ambala,1600.0,bori,False,,infeasible,exceeds_max_fleet_capacity,Patiala,PB,2026-07-05,True,v0.1,train,random_bucket
REQ_920B97CD15BE,farmer,FRM_C2CF123E5ECB,LOC_2A551C1CBADB,MND_BA2F125FAB06,,CRP_CAA75103C53B,gram,44.0,bori,2200.0,50.0,crop_default:gram,crop_default,2026-03-01T08:00:00,2026-03-01T16:27:38.959576,2026-03-02T19:41:48.918696,high,hi,text,44 बोरी चना मानसा भेजना है,TF_QTY_CROP_MANDI,0.95,0.95,0.95,gram,mansa,44.0,bori,False,,feasible,,Mansa,PB,2026-03-01,True,v0.1,train,random_bucket
REQ_2F8152DC5634,farmer,FRM_024E8BB2F424,LOC_4E0DBFCAF9D2,MND_A59F6598A624,,CRP_5ED728C2FA5D,tomato,9730.0,kg,9730.0,,definitional,exact,2026-06-06T14:00:00,2026-06-06T21:37:22.849373,2026-06-07T21:56:25.346119,normal,hi,text,"ट्रक चाहिए, टमाटार 9730 किलोग्राम, gurgaon mandi",TF_TRUCK_FIRST,0.95,0.95,0.534,tomato,gurugram,9730.0,kg,False,,feasible,,Rewari,HR,2026-06-06,True,v0.1,train,random_bucket
REQ_65BF42398F8D,farmer,FRM_E36728F3ABC0,LOC_620C0151BCE4,MND_B8828956892C,,CRP_288971671685,onion,111.0,bori,5550.0,50.0,crop_default:onion,crop_default,2026-04-10T08:00:00,2026-04-10T15:06:37.718512,2026-04-11T11:55:06.100356,normal,hinglish,voice,onion 111bora मुरादाबाद,TF_TERSE,0.95,0.95,0.95,onion,moradabad,111.0,bori,False,,feasible,,Rampur,UP,2026-04-10,True,v0.1,test,holdout_template_family
REQ_067CCF1FBB7F,farmer,FRM_176FACDD9B9D,LOC_D04EEE25B7D7,MND_4427C76F4F6F,,CRP_352B5B6699D8,mustard,10.0,bori,500.0,50.0,crop_default:mustard,crop_default,2026-05-23T10:00:00,2026-05-23T12:18:21.824726,2026-05-24T03:26:41.084667,normal,hinglish,voice,10 bora sarso फतेहाबाद bhejna hai,TF_QTY_CROP_MANDI,0.95,0.95,0.95,mustard,fatehabad,10.0,bori,False,,feasible,,Fatehabad,HR,2026-05-23,True,v0.1,train,random_bucket
REQ_0BED712B239A,farmer,FRM_4156FB0CFF1E,LOC_2315B843B621,MND_FE8D567E9001,,CRP_C7952894B2A5,moong,550.0,kg,550.0,,definitional,exact,2026-07-04T07:00:00,2026-07-04T09:26:22.459776,2026-07-05T13:20:06.317843,normal,en,text,"please arrange transport, 550 kilo moong, मोगा",TF_POLITE_REQUEST,0.95,0.95,0.601,moong,moga,550.0,kg,False,,feasible,,Moga,PB,2026-07-04,True,v0.1,validation,random_bucket
REQ_5EB8E5D4E350,farmer,FRM_736B14AC5DC7,LOC_15EF6A1CE109,MND_FE8D567E9001,,CRP_D7A9EAD0B15C,barley,6020.0,kg,6020.0,,definitional,exact,2026-04-21T10:00:00,2026-04-21T13:59:27.101297,2026-04-22T12:56:28.052299,high,hi,voice,गाड़ी भेजो moga जौ 6020 किग्रा,TF_TRUCK_FIRST,0.95,0.761,0.95,barley,moga,6020.0,kg,False,,feasible,,Moga,PB,2026-04-21,True,v0.1,train,random_bucket
REQ_2DC840264037,farmer,FRM_2366A89129B3,LOC_1F88B891DFEC,MND_AE02C36E7ACD,,CRP_E91C254AD588,potato,36.0,bori,1800.0,50.0,crop_default:potato,crop_default,2026-05-01T11:00:00,2026-05-01T20:45:39.375742,2026-05-02T03:28:56.510584,normal,hi,voice,आलु 36बोरा,TF_TERSE,0.95,0.0,0.95,potato,,36.0,bori,True,mandi,ambiguous,missing_mandi,Mansa,PB,2026-05-01,True,v0.1,test,holdout_template_family
REQ_4789F7F03DF3,farmer,FRM_01C971186E0A,LOC_F79621094DB5,MND_D5BFCB18509B,,CRP_E2253B73169D,guar,430.0,kg,430.0,,definitional,exact,2026-09-05T12:00:00,2026-09-05T19:59:25.112786,2026-09-06T04:42:21.401019,normal,hinglish,voice,shaharanpur ke liye clushter bean 430 kilos,TF_MANDI_CROP_QTY,0.475,0.496,0.95,guar,saharanpur,430.0,kg,False,,feasible,,Karnal,HR,2026-09-05,True,v0.1,test,holdout_district
REQ_23CA32F29062,farmer,FRM_E532358316BD,LOC_48E36ACEE1FB,MND_2E59AF542C18,,CRP_4DDD4816119A,arhar,740.0,kg,740.0,,definitional,exact,2026-11-10T08:00:00,2026-11-10T10:14:32.804883,2026-11-11T10:43:03.586125,normal,en,voice,740 kilos of tuar to बुलंदशहर,TF_QTY_CROP_MANDI,0.95,0.95,0.95,arhar,bulandshahr,740.0,kg,False,,feasible,,Bulandshahr,UP,2026-11-10,True,v0.1,test,holdout_district
REQ_372144B1D8BA,farmer,FRM_1B86DF960F7F,LOC_C91136F7DA2D,MND_B8828956892C,,CRP_352B5B6699D8,mustard,67.8,quintal,6780.0,,definitional,exact,2026-05-10T10:00:00,2026-05-10T19:46:58.677313,2026-05-11T21:27:00.348175,normal,en,voice,"please arrange transport, 67.8 qtl sarso, moradabad",TF_POLITE_REQUEST,0.95,0.95,0.95,mustard,moradabad,67.8,quintal,False,,feasible,,Sambhal,UP,2026-05-10,True,v0.1,train,random_bucket
REQ_0E802F6D3E94,farmer,FRM_ED26D3777638,LOC_3A229DEAA8B7,MND_DEA1CD5F415B,,CRP_CAA75103C53B,gram,0.56,tonne,560.0,,definitional,exact,2026-03-01T10:00:00,2026-03-01T17:55:07.804122,2026-03-02T11:09:55.575441,normal,hi,voice,barnala के लिए चणा 0.56 टन,TF_MANDI_CROP_QTY,0.95,0.95,0.717,gram,barnala,0.56,tonne,False,,feasible,,Barnala,PB,2026-03-01,True,v0.1,test,random_bucket
REQ_6F7C2CD4E93E,farmer,FRM_3C8D5198AA25,LOC_10C047BB160A,MND_9AC86A6D5AEC,,CRP_7CC27C59C145,urad,0.24,tonne,240.0,,definitional,exact,2026-09-05T08:00:00,2026-09-05T15:44:55.636205,2026-09-06T12:04:54.158483,low,en,text,"truck chahiye, urad 0.24 mt, bareilly mandi",TF_TRUCK_FIRST,0.95,0.95,0.95,urad,bareilly,0.24,tonne,False,,feasible,,Budaun,UP,2026-09-05,True,v0.1,train,random_bucket
REQ_BEB6C0FE7157,farmer,FRM_03218DE5CB53,LOC_A2C24DA14D7E,MND_538E435A4360,,CRP_352B5B6699D8,mustard,6.9,quintal,690.0,,definitional,exact,2026-05-26T13:00:00,2026-05-26T15:33:52.446706,2026-05-27T14:18:48.828911,normal,hi,voice,"ट्रक चाहिए, राई 6.9 क्विंटल, sonipat",TF_TRUCK_FIRST,0.95,0.95,0.95,mustard,sonipat,6.9,quintal,False,,feasible,,Sonipat,HR,2026-05-26,True,v0.1,train,random_bucket
REQ_D7D45C2E5860,farmer,FRM_1C23ECE6D32F,LOC_DA3E837A923D,MND_B8828956892C,,CRP_7CC27C59C145,urad,320.0,kg,320.0,,definitional,exact,2026-10-12T14:00:00,2026-10-12T21:41:11.877209,2026-10-13T01:45:03.243235,high,hinglish,voice,"moradabad, 320 kilos",TF_CROP_MANDI_QTY,0.0,0.95,0.52,,moradabad,320.0,kg,True,crop,ambiguous,missing_crop,Moradabad,UP,2026-10-12,True,v0.1,validation,random_bucket
REQ_5D91C3DC1577,farmer,FRM_F3248E337B95,LOC_1E96754F1B7E,MND_AE02C36E7ACD,,CRP_D955CA97E44D,maize,32.0,bori,1600.0,50.0,crop_default:maize,crop_default,2026-10-05T10:00:00,2026-10-05T17:41:58.012699,2026-10-06T08:24:55.977805,normal,en,text,bathinda maize 32 bag,TF_MANDI_CROP_QTY,0.95,0.95,0.95,maize,bathinda,32.0,bori,False,,feasible,,Fazilka,PB,2026-10-05,True,v0.1,validation,random_bucket
REQ_2F75875B2267,farmer,FRM_E74060C8DA2A,LOC_AF1413CAD74C,MND_301551655568,,CRP_BF35A2D3261F,cauliflower,18110.0,kg,18110.0,,definitional,exact,2026-04-26T11:00:00,2026-04-26T14:00:30.980224,2026-04-27T13:22:48.030444,low,hi,voice,18110 किलोग्राम गोभी kanpur,TF_QTY_CROP_MANDI,0.95,0.554,0.95,cauliflower,kanpur,18110.0,kg,False,,feasible,,Unnao,UP,2026-04-26,True,v0.1,train,random_bucket
REQ_EF8DDF16723F,farmer,FRM_504C282B5638,LOC_C20D6667B88F,MND_9AC86A6D5AEC,,CRP_D7A9EAD0B15C,barley,1200.0,kg,1200.0,,definitional,exact,2026-04-10T06:00:00,2026-04-10T11:41:22.471354,2026-04-10T22:10:36.363797,low,hinglish,text,"barley, बरेली, 1200 kg",TF_CROP_MANDI_QTY,0.95,0.95,0.95,barley,bareilly,1200.0,kg,False,,feasible,,Shahjahanpur,UP,2026-04-10,True,v0.1,train,random_bucket
REQ_86BC325BEBA8,farmer,FRM_8992ED3516C9,LOC_F48DBE1A3175,MND_AE02C36E7ACD,,CRP_352B5B6699D8,mustard,49.0,bori,2450.0,50.0,crop_default:mustard,crop_default,2026-03-24T12:00:00,2026-03-24T21:41:00.152830,2026-03-25T02:28:34.176354,normal,en,voice,49 bags raya bathinda mandi,TF_QTY_CROP_MANDI,0.457,0.95,0.95,mustard,bathinda,49.0,bori,False,,feasible,,Mansa,PB,2026-03-24,True,v0.1,train,random_bucket
REQ_7191A28F7BB3,farmer,FRM_14C8543147CF,LOC_BBA75C3793F7,MND_F0BDDB3CC08D,,CRP_352B5B6699D8,mustard,9.3,quintal,930.0000000000001,,definitional,exact,2026-05-19T11:00:00,2026-05-19T19:04:41.500077,2026-05-20T03:08:24.028616,normal,hi,voice,lucknow सरसों 9.3 क्विंटल,TF_MANDI_CROP_QTY,0.95,0.95,0.95,mustard,lucknow,9.3,quintal,False,,feasible,,Lucknow,UP,2026-05-19,True,v0.1,validation,random_bucket
REQ_0B54D66AFC5D,farmer,FRM_A60555580904,LOC_1C1CAFBB2F45,MND_3F6468C86419,,CRP_E91C254AD588,potato,411.0,bori,20550.0,50.0,crop_default:potato,crop_default,2026-05-20T08:00:00,2026-05-20T14:17:41.421615,2026-05-21T14:45:36.396434,low,hinglish,text,potato ambala mandi mandi 411 bags,TF_CROP_MANDI_QTY,0.95,0.95,0.95,potato,ambala,411.0,bori,False,,feasible,,Patiala,PB,2026-05-20,True,v0.1,train,random_bucket
REQ_AA7AF77F593B,farmer,FRM_1A082AE0EF0A,LOC_51C225512BEB,MND_301551655568,,CRP_352B5B6699D8,mustard,10.9,quintal,1090.0,,definitional,exact,2026-04-16T07:00:00,2026-04-16T10:05:35.223271,2026-04-16T22:08:14.554858,normal,hi,text,सरसों 10.9क्विंटल kanpur,TF_TERSE,0.95,0.634,0.95,mustard,kanpur,10.9,quintal,False,,feasible,,Kanpur Dehat,UP,2026-04-16,True,v0.1,test,holdout_template_family
REQ_8B8A373BCF18,farmer,FRM_378AE3C61101,LOC_1162988D1108,MND_362E0E09CB0D,,CRP_5ED728C2FA5D,tomato,27150.0,kg,27150.0,,definitional,exact,2026-06-17T11:00:00,2026-06-17T15:52:29.364752,2026-06-18T04:33:11.681659,normal,hinglish,text,bhai 27150 kilogram tmatar gorakhpur pahunchana hai,TF_POLITE_REQUEST,0.95,0.95,0.95,tomato,gorakhpur,27150.0,kg,False,,feasible,,Gorakhpur,UP,2026-06-17,True,v0.1,validation,random_bucket
REQ_D6EE8B112D34,farmer,FRM_298FE12850F6,LOC_C4B1871D400E,MND_C163C6E4A832,,CRP_352B5B6699D8,mustard,4.8,quintal,480.0,,definitional,exact,2026-04-21T06:00:00,2026-04-21T13:58:40.399849,2026-04-21T23:35:05.478857,normal,hi,voice,कृपया 4.8 कुंतल शरसो samli mandi पहुंचाइए,TF_POLITE_REQUEST,0.656,0.702,0.95,mustard,shamli,4.8,quintal,False,,feasible,,Panipat,HR,2026-04-21,True,v0.1,validation,random_bucket
REQ_0B25C3A7554A,farmer,FRM_158294F6CDEE,LOC_D6F4489A1C80,MND_B8828956892C,,CRP_352B5B6699D8,mustard,15.0,quintal,1500.0,,definitional,exact,2026-04-03T07:00:00,2026-04-03T13:15:10.099486,2026-04-04T01:37:48.245562,normal,hinglish,voice,raya moradavad,TF_TERSE,0.739,0.705,0.0,mustard,moradabad,,,True,quantity,ambiguous,missing_quantity,Bijnor,UP,2026-04-03,True,v0.1,test,holdout_template_family
REQ_C4C116CE8DFC,farmer,FRM_B4811542928C,LOC_C2FE4EFE44C7,MND_F02880680127,,CRP_BF35A2D3261F,cauliflower,207.2,quintal,20720.0,,definitional,exact,2026-05-12T13:00:00,2026-05-12T18:46:41.765192,2026-05-13T15:34:30.516176,normal,hinglish,voice,gobi भिवानि mandi 207.2 kuntal,TF_CROP_MANDI_QTY,0.95,0.614,0.95,cauliflower,bhiwani,207.2,quintal,False,,feasible,,Hisar,HR,2026-05-12,True,v0.1,train,random_bucket
REQ_78732EB4E752,farmer,FRM_D90CA619D3D0,LOC_E1629873130D,MND_9AC86A6D5AEC,,CRP_DE6C334339AC,wheat,11.2,quintal,1120.0,,definitional,exact,2026-05-20T13:00:00,2026-05-20T16:02:34.317701,2026-05-21T17:11:36.848010,normal,en,voice,gehun bareli 11.2 quintal,TF_CROP_MANDI_QTY,0.95,0.95,0.95,wheat,bareilly,11.2,quintal,False,,feasible,,Pilibhit,UP,2026-05-20,True,v0.1,test,random_bucket
REQ_6F43B416D1E7,farmer,FRM_9C6F785A600D,LOC_45A1302593E1,MND_596F86458307,,CRP_5ED728C2FA5D,tomato,28700.0,kg,28700.0,,definitional,exact,2026-06-06T05:00:00,2026-06-06T09:23:26.516657,2026-06-06T19:52:45.388986,normal,en,text,"to navin mandi meerut: tomatoe, 28700 kilos",TF_MANDI_CROP_QTY,0.95,0.95,0.95,tomato,meerut,28700.0,kg,False,,feasible,,Meerut,UP,2026-06-06,True,v0.1,validation,random_bucket
REQ_B0FA2A379617,farmer,FRM_2D48ED1C0E87,LOC_995161B0E9C2,MND_283ED6EAAB84,,CRP_28F945D9AC9C,bajra,23.0,bori,,,no_bag_weight_available,unresolved,2026-11-22T06:00:00,2026-11-22T15:25:25.098979,2026-11-22T23:48:26.419040,low,hinglish,voice,bajra panipat mandi 23 bori,TF_CROP_MANDI_QTY,0.95,0.95,0.95,bajra,panipat,23.0,bori,False,,unresolved_quantity,no_bag_weight_available,Jind,HR,2026-11-22,True,v0.1,test,holdout_time
REQ_B6C3B0E36F14,farmer,FRM_40B85C9283DD,LOC_73A7B3D0E522,MND_301551655568,,CRP_352B5B6699D8,mustard,7.0,bori,350.0,50.0,crop_default:mustard,crop_default,2026-04-12T12:00:00,2026-04-12T20:27:39.658952,2026-04-14T01:12:16.766193,normal,hinglish,voice,mujhe kanpur ke liye seven bora sharsau bhejna hai,TF_POLITE_REQUEST,0.569,0.505,0.95,mustard,kanpur,7.0,bori,False,,feasible,,Kanpur Dehat,UP,2026-04-12,True,v0.1,validation,random_bucket
REQ_0306603EAA1D,farmer,FRM_92F1A713C552,LOC_9496AC96F036,MND_DEA1CD5F415B,,CRP_C7952894B2A5,moong,37.0,bori,1850.0,50.0,crop_default:moong,crop_default,2026-06-07T13:00:00,2026-06-07T15:52:39.063633,2026-06-07T22:40:07.973314,normal,hinglish,text,37 bori green gram barnala bhejna hai,TF_QTY_CROP_MANDI,0.95,0.95,0.95,moong,barnala,37.0,bori,False,,feasible,,Barnala,PB,2026-06-07,True,v0.1,train,random_bucket
REQ_10C922F59573,farmer,FRM_645392F388BC,LOC_FC65079C5DCD,MND_F02880680127,,CRP_E2253B73169D,guar,250.0,kg,250.0,,definitional,exact,2026-10-25T09:00:00,2026-10-25T18:17:39.466701,2026-10-26T14:27:34.261333,normal,hinglish,text,भिवानि ke liye gwar 250 kilo,TF_MANDI_CROP_QTY,0.95,0.695,0.95,guar,bhiwani,250.0,kg,False,,feasible,,Charkhi Dadri,HR,2026-10-25,True,v0.1,validation,random_bucket
REQ_8009D4EF360E,farmer,FRM_A7AAB445F47F,LOC_12F5FD529580,MND_4ADE384C6981,,CRP_2554D1918FBC,paddy,2.1,quintal,210.0,,definitional,exact,2026-11-27T11:00:00,2026-11-27T18:00:32.319346,2026-11-28T05:18:09.925258,normal,hinglish,text,2.1 qtl paddy karnal anaj mandi,TF_QTY_CROP_MANDI,0.95,0.95,0.724,paddy,karnal,2.1,quintal,False,,feasible,,Kurukshetra,HR,2026-11-27,True,v0.1,test,holdout_time
REQ_75A6AE125B25,farmer,FRM_4CDF123A93F1,LOC_7722E66AA1E4,MND_9AC86A6D5AEC,,CRP_E91C254AD588,potato,26710.0,kg,26710.0,,definitional,exact,2026-03-03T10:00:00,2026-03-03T12:09:06.185773,2026-03-04T14:27:16.185407,low,en,voice,alu 26710kilogram vareilly mandi,TF_TERSE,0.95,0.544,0.95,potato,bareilly,26710.0,kg,False,,feasible,,Shahjahanpur,UP,2026-03-03,True,v0.1,test,holdout_template_family
REQ_0C578B23A44F,farmer,FRM_116EDD26A2C5,LOC_21E3435ED943,MND_F02880680127,,CRP_28F945D9AC9C,bajra,22.8,quintal,2280.0,,definitional,exact,2026-09-01T13:00:00,2026-09-01T18:50:55.179862,2026-09-02T20:52:42.592953,low,en,text,"truck chahiye, 22.8 qtl, भिवानी",TF_TRUCK_FIRST,0.0,0.95,0.95,,bhiwani,22.8,quintal,True,crop,ambiguous,missing_crop,Mahendragarh,HR,2026-09-01,True,v0.1,train,random_bucket
REQ_B836EA60DACD,farmer,FRM_FDC296A97914,LOC_EC72BC99600E,MND_9C5A213D03D2,,CRP_69E399851C84,cotton,3.6,quintal,360.0,,definitional,exact,2026-11-08T09:00:00,2026-11-08T16:34:03.703181,2026-11-09T15:09:09.404635,normal,hinglish,voice,pehowa ke liye narma 3.6 qtl,TF_MANDI_CROP_QTY,0.95,0.539,0.95,cotton,kurukshetra,3.6,quintal,False,,feasible,,Patiala,PB,2026-11-08,True,v0.1,train,random_bucket
REQ_E45C860F0B57,farmer,FRM_51A3FA6894FB,LOC_684EFE6CAA06,MND_9AC86A6D5AEC,,CRP_C7952894B2A5,moong,2.0,bori,100.0,50.0,crop_default:moong,crop_default,2026-07-08T12:00:00,2026-07-08T19:05:27.008327,2026-07-09T11:44:37.473764,normal,hi,voice,मुझे bareilly के लिए 2 बोरे मुंग भेजना है,TF_POLITE_REQUEST,0.519,0.95,0.95,moong,bareilly,2.0,bori,False,,feasible,,Shahjahanpur,UP,2026-07-08,True,v0.1,train,random_bucket
REQ_E0F9B52FB897,farmer,FRM_369555EEC722,LOC_1C4A4354CA3C,MND_D400EAD28DB3,,CRP_B2E55E456CF4,sugarcane,30.56,tonne,30560.0,,definitional,exact,2026-02-03T05:00:00,2026-02-03T10:35:08.327256,2026-02-03T20:44:35.918327,low,hinglish,text,bhai 30.56 ton ik खन्ना pahunchana hai,TF_POLITE_REQUEST,0.461,0.95,0.95,sugarcane,khanna,30.56,tonne,False,,feasible,,Rupnagar,PB,2026-02-03,True,v0.1,test,random_bucket
REQ_F6025E12B8FD,farmer,FRM_42B4A46BC527,LOC_33C6C128254B,MND_B8828956892C,,CRP_D7A9EAD0B15C,barley,15.0,bori,750.0,50.0,crop_default:barley,crop_default,2026-03-22T09:00:00,2026-03-22T13:07:03.571322,2026-03-23T00:00:47.944547,normal,en,text,"jow, मुरादाबाद mandi, 15 bori",TF_CROP_MANDI_QTY,0.95,0.95,0.95,barley,moradabad,15.0,bori,False,,feasible,,Moradabad,UP,2026-03-22,True,v0.1,train,random_bucket
REQ_4609F2C2FC79,farmer,FRM_08F4198FC85A,LOC_4B9EEE500C14,MND_E2F2E16B54CD,,CRP_D955CA97E44D,maize,54.0,bori,2700.0,50.0,crop_default:maize,crop_default,2026-09-09T13:00:00,2026-09-09T16:56:08.273647,2026-09-10T06:35:17.912648,normal,en,voice,"truck chahiye, maize 54 bags, amritsar",TF_TRUCK_FIRST,0.95,0.95,0.76,maize,amritsar,54.0,bori,False,,feasible,,Tarn Taran,PB,2026-09-09,True,v0.1,train,random_bucket
REQ_C3FA5A3AFF63,farmer,FRM_8A6F1725150A,LOC_CB0B5B0861B9,MND_50FC19D7AEC4,,CRP_5ED728C2FA5D,tomato,3750.0,kg,3750.0,,definitional,exact,2026-06-18T09:00:00,2026-06-18T12:31:36.819624,2026-06-19T05:57:27.432526,normal,hi,voice,"टमाटर, नजफगढ़ मंडी, 3750 किग्रा",TF_CROP_MANDI_QTY,0.715,0.95,0.95,tomato,najafgarh,3750.0,kg,False,,feasible,,Jhajjar,HR,2026-06-18,True,v0.1,test,random_bucket
REQ_67923888FDEC,farmer,FRM_51A3FA6894FB,LOC_684EFE6CAA06,MND_9AC86A6D5AEC,,CRP_C7952894B2A5,moong,0.8,quintal,80.0,,definitional,exact,2026-06-20T09:00:00,2026-06-20T17:04:40.585752,2026-06-21T15:06:34.040003,normal,hi,text,गाड़ी भेजो bareilly मूंग 0.8 क्विंटल,TF_TRUCK_FIRST,0.95,0.95,0.95,moong,bareilly,0.8,quintal,False,,feasible,,Shahjahanpur,UP,2026-06-20,True,v0.1,train,random_bucket
REQ_52F789B552B7,farmer,FRM_44C8DE38EF6B,LOC_B653FCB43810,MND_5B5C6B926181,,CRP_352B5B6699D8,mustard,1.9,quintal,190.0,,definitional,exact,2026-04-02T14:00:00,2026-04-02T18:18:34.274417,2026-04-03T17:50:45.584963,low,en,text,"sarson, mandi, 1.9 kuntal",TF_CROP_MANDI_QTY,0.95,0.0,0.95,mustard,,1.9,quintal,True,mandi,ambiguous,missing_mandi,Agra,UP,2026-04-02,True,v0.1,train,random_bucket
REQ_6AA5AD19AA5A,farmer,FRM_7CB4C29326A6,LOC_D515132AD623,MND_1BD2DF2540D5,,CRP_E91C254AD588,potato,744.0,bori,37200.0,50.0,crop_default:potato,crop_default,2026-03-07T10:00:00,2026-03-07T17:27:41.024506,2026-03-08T04:02:20.475587,normal,hinglish,voice,alu aligarh mandi,TF_TERSE,0.95,0.637,0.0,potato,aligarh,,,True,quantity,infeasible,exceeds_max_fleet_capacity,Etah,UP,2026-03-07,True,v0.1,test,holdout_template_family
